train__MAE,train__MSE,train__QLIKE,train__norm_MAE,train__norm_MSE,train__norm_QLIKE,train_loss,test__MAE,test__MSE,test__QLIKE,test__norm_MAE,test__norm_MSE,test__norm_QLIKE,test_loss,loss,lr
3.6463366017775834e-05,3.698517958341728e-08,0.3357246843340774,0.0364633651758188,0.03698517962507219,0.33572468322833215,0.33572465,3.436552824040012e-05,5.9306355600622e-09,0.36595759885909795,0.034365527426070325,0.0059306356190028785,0.3659575935000225,0.3659576,0.3197339177131653,1e-04
3.64367097948698e-05,3.698580826318531e-08,0.3356343954528088,0.03643670900921103,0.036985808337192554,0.33563439730649347,0.33563435,3.432980388040786e-05,5.9313099599296935e-09,0.36566169027263695,0.03432980306734847,0.0059313100334417584,0.36566168641401814,0.36566168,0.23430630564689636,1e-04
3.640921498168592e-05,3.698647640881566e-08,0.3355491965829555,0.036409214156074475,0.03698647640233031,0.335549196454071,0.3355492,3.429374873141799e-05,5.932147474166452e-09,0.3653709931717437,0.03429374794867509,0.005932147556713695,0.36537099079283497,0.36537102,0.22332796454429626,1e-04
3.638282271113886e-05,3.698713108216345e-08,0.3354715399455379,0.036382821970350906,0.036987131079841654,0.33547153906430915,0.33547154,3.425938441969726e-05,5.933002862207422e-09,0.36509751615322694,0.034259383557438544,0.0059330029149451385,0.3650975082891725,0.36509752,0.27890050411224365,1e-04
3.635799723778258e-05,3.698775661945194e-08,0.3354012969044663,0.036357996276603986,0.03698775664046908,0.33540129775516436,0.3354013,3.4227177848065426e-05,5.933836129279103e-09,0.36484350823436534,0.0342271772549594,0.005933836224115037,0.36484350597454196,0.3648435,0.30434712767601013,1e-04
3.633243730582073e-05,3.698841873648445e-08,0.33532888210588485,0.03633243640771008,0.0369884187408559,0.33532888130004773,0.33532885,3.419374389167892e-05,5.934664129656867e-09,0.3645790520123649,0.03419374302583997,0.0059346641967072565,0.3645790478912921,0.36457902,0.2596302628517151,1e-04
3.630503051231136e-05,3.698915343563927e-08,0.33525110981029166,0.03630502969393247,0.03698915343911765,0.3352511083842391,0.3352511,3.415711809250938e-05,5.935538224069396e-09,0.36428897589770615,0.034157117316869205,0.005935538314026749,0.36428897033487373,0.364289,0.22218433022499084,1e-04
3.627875495723746e-05,3.698988062526637e-08,0.3351802127680335,0.036278754203112655,0.03698988067947435,0.33518021483519256,0.33518025,3.412192784410806e-05,5.936416777753166e-09,0.3640130950633515,0.03412192684990042,0.005936416815506619,0.36401308792457093,0.3640131,0.27110809087753296,1e-04
3.625636879568821e-05,3.699051315944494e-08,0.33512064001534736,0.036256367965071826,0.03699051317370979,0.33512064198382824,0.33512062,3.409175254227409e-05,5.937165027627013e-09,0.36377709956005594,0.03409175159934463,0.005937165082177438,0.36377709455588936,0.3637771,0.338697612285614,1e-04
3.623246430815464e-05,3.699121192024754e-08,0.3350604492291514,0.03623246349825232,0.03699121197144445,0.3350604511348419,0.33506045,3.40593603759774e-05,5.938041629314665e-09,0.3635279463884288,0.03405935958670924,0.005938041707513019,0.3635279433926315,0.36352795,0.22122147679328918,1e-04
3.620672035725428e-05,3.699199339684091e-08,0.334998464214403,0.03620671951674376,0.03699199343337656,0.33499846744348455,0.3349985,3.402425891880089e-05,5.93902412465433e-09,0.3632605073672783,0.03402425806843778,0.005939024174809466,0.36326050085614014,0.36326048,0.32633060216903687,1e-04
3.6176985286846584e-05,3.699291457913795e-08,0.3349298594309837,0.036176984508796466,0.03699291459458715,0.3349298603660202,0.33492988,3.3983692907073003e-05,5.940170205841335e-09,0.3629533622486337,0.03398369197061107,0.005940170295667628,0.36295336078969404,0.36295336,0.5086702108383179,1e-04
3.615031500767755e-05,3.699376094847584e-08,0.3348660597484609,0.03615031430771017,0.036993760990488435,0.3348660587875726,0.3348661,3.3946620935788345e-05,5.9411477633079985e-09,0.36267056702919037,0.03394662011377837,0.005941147861470022,0.3626705650972439,0.3626706,0.4246804118156433,1e-04
3.612263744211097e-05,3.6994658017509374e-08,0.334805654392243,0.036122636691313145,0.03699465807389608,0.3348056561230339,0.33480564,3.390837650312349e-05,5.9422478448156786e-09,0.36238442831445855,0.033908375729215685,0.005942247918923946,0.36238442384555114,0.36238444,0.22983555495738983,1e-04
3.609108674182488e-05,3.6995708284430456e-08,0.3347426554066248,0.036091085926512605,0.03699570828025991,0.33474265445976636,0.33474264,3.38650043682029e-05,5.94355612687018e-09,0.36206438945275377,0.03386500369690919,0.00594355622533539,0.3620643864019609,0.3620644,0.2406427562236786,1e-04
3.60693120741008e-05,3.699642010063304e-08,0.33469772892367117,0.03606931132512557,0.03699642011921914,0.3346977281139062,0.33469778,3.3835015890145845e-05,5.944437359278247e-09,0.3618404707672045,0.03383501521192265,0.00594443744577897,0.3618404671934894,0.36184052,0.2210530787706375,1e-04
3.604483713301721e-05,3.699723806063213e-08,0.3346468929423438,0.036044836461719715,0.03699723809432888,0.3346468937400965,0.33464694,3.380109255342766e-05,5.945401527731035e-09,0.36158459693026324,0.03380109174279359,0.005945401584735505,0.36158459310661417,0.36158457,0.15361030399799347,1e-04
3.602245207442848e-05,3.699799257989182e-08,0.3345962062351909,0.03602245134784527,0.036997992588671764,0.3345962071621956,0.33459622,3.3769709158776307e-05,5.946197698455627e-09,0.3613413617171042,0.0337697084552605,0.005946197771129294,0.36134135725615246,0.36134136,3.3833019733428955,1e-04
3.6027468908680235e-05,3.699766317906298e-08,0.33456311881394707,0.036027468078902836,0.03699766316293984,0.334563117783338,0.3345631,3.377271249795507e-05,5.945344787697212e-09,0.3613286218606322,0.033772711881866244,0.005945344881470987,0.3613286192580483,0.36132863,0.2911361753940582,1e-04
3.603158459099076e-05,3.699738149806055e-08,0.33453014249598595,0.03603158388775427,0.03699738154183838,0.33453014296657774,0.33453014,3.377452490434935e-05,5.944535075272721e-09,0.36130727095895093,0.033774524235596445,0.005944535143512675,0.36130726645918154,0.3613073,0.29730862379074097,1e-04
