,train_MAE,train_MSE,train_QLIKE,train_norm_MAE,train_norm_MSE,train_norm_QLIKE,test_MAE,test_MSE,test_QLIKE,test_norm_MAE,test_norm_MSE,test_norm_QLIKE
HARNet,5.987359369353772e-05,3.876236925452266e-08,0.21144609161893477,0.059873592331056776,0.038762369377611336,0.21144609267536107,4.871592043480515e-05,4.2992883339457896e-08,0.2657386421629344,0.0487159192509041,0.04299288314421043,0.2657386404715081
